Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,Yes,2,Graduate,No,1000,0,175,360,0.0,Urban,0
Male,Yes,0,Not Graduate,No,2413,3832,298,360,0.0,Rural,0
Female,Yes,2,Graduate,No,1054,0,416,300,1.0,Semiurban,0
Female,No,1,Graduate,No,7293,1450,163,360,1.0,Urban,1
Male,No,2,Graduate,No,2856,0,182,360,0.0,Urban,0
Female,No,1,Graduate,No,2603,3026,37,360,1.0,Urban,1
Female,Yes,0,Graduate,No,5584,0,473,360,1.0,Rural,1
Male,Yes,0,Graduate,No,4006,0,95,360,1.0,Urban,1
Female,Yes,0,Graduate,No,1352,0,76,240,0.0,Semiurban,0
Male,No,3+,Not Graduate,Yes,2836,528,115,360,0.0,Urban,0
Male,Yes,2,Not Graduate,No,2357,2177,332,360,0.0,Semiurban,0
Male,Yes,1,Graduate,No,1000,2061,505,360,0.0,Rural,0
Male,Yes,0,Not Graduate,Yes,1838,4921,144,360,1.0,Rural,1
Male,No,0,Graduate,No,2621,722,244,360,1.0,Urban,0
Female,Yes,2,Graduate,No,2750,0,137,360,1.0,Semiurban,1
Female,No,0,Graduate,No,1056,1891,72,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,6675,0,325,300,1.0,Rural,1
Female,Yes,1,Graduate,No,2775,4942,92,300,1.0,Urban,1
Male,Yes,0,Graduate,No,3060,2531,337,300,1.0,Urban,1
Male,Yes,0,Graduate,No,3945,2298,292,360,0.0,Semiurban,0
Male,Yes,0,Graduate,No,1717,0,194,300,1.0,Urban,1
Male,Yes,0,Graduate,No,4102,1352,402,360,0.0,Urban,0
Female,Yes,3+,Graduate,No,2305,0,512,480,0.0,Semiurban,0
Female,No,0,Not Graduate,No,1591,0,120,360,1.0,Rural,0
Male,Yes,0,Graduate,No,4453,0,82,360,1.0,Semiurban,1
Male,No,0,Graduate,No,8469,445,43,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,4951,2338,516,360,1.0,Semiurban,1
Male,No,0,Graduate,No,5687,0,103,360,1.0,Semiurban,1
Female,Yes,0,Not Graduate,No,2070,0,265,180,1.0,Semiurban,0
Male,Yes,0,Graduate,Yes,1000,2062,86,300,1.0,Semiurban,1
Male,Yes,0,Graduate,Yes,8459,764,337,360,1.0,Urban,1
Male,Yes,0,Graduate,No,12558,0,88,360,1.0,Urban,1
Male,Yes,2,Graduate,No,8777,0,65,300,1.0,Semiurban,1
Male,No,2,Not Graduate,No,2356,1656,118,360,1.0,Semiurban,0
Male,No,0,Graduate,No,1328,1013,97,360,0.0,Rural,0
Male,No,0,Graduate,No,1413,1834,192,360,1.0,Semiurban,0
Male,No,3+,Graduate,Yes,1000,4155,130,360,0.0,Urban,0
Female,Yes,0,Graduate,No,2765,0,195,180,0.0,Urban,0
Male,Yes,2,Graduate,No,9172,0,112,360,1.0,Urban,1
Male,Yes,0,Not Graduate,Yes,2699,0,90,360,1.0,Rural,0
Female,Yes,3+,Graduate,No,3683,0,94,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,7808,757,458,360,0.0,Semiurban,0
Female,Yes,3+,Not Graduate,No,2246,1602,153,360,0.0,Semiurban,0
Male,Yes,1,Graduate,No,12392,1569,40,360,1.0,Rural,1
Male,Yes,0,Graduate,Yes,12021,0,98,360,1.0,Rural,1
Male,No,3+,Graduate,No,2719,2176,142,360,0.0,Semiurban,0
Male,No,0,Graduate,No,1989,4757,406,360,1.0,Rural,0
Male,Yes,0,Graduate,No,4856,0,248,360,1.0,Semiurban,1
Male,No,1,Graduate,Yes,2337,1374,77,360,0.0,Rural,0
Male,No,2,Graduate,No,1326,0,573,120,1.0,Rural,0
Male,Yes,3+,Graduate,No,7309,0,131,360,1.0,Rural,1
Male,Yes,0,Not Graduate,No,6984,4087,283,360,0.0,Semiurban,0
Female,Yes,2,Graduate,Yes,3323,796,67,300,1.0,Rural,1
Female,No,1,Graduate,No,1231,0,31,360,1.0,Semiurban,1
Female,No,0,Graduate,No,1260,0,57,360,1.0,Urban,1
Male,Yes,0,Not Graduate,No,3213,1991,19,360,1.0,Semiurban,1
Male,Yes,0,Not Graduate,No,2100,4764,476,360,0.0,Rural,0
Male,Yes,0,Graduate,No,2347,4051,152,360,1.0,Urban,1
Male,Yes,3+,Graduate,No,6095,0,77,360,1.0,Semiurban,1
Male,Yes,1,Graduate,No,4980,0,176,120,1.0,Semiurban,1
Male,No,1,Graduate,No,7822,0,150,360,1.0,Semiurban,1
Male,No,3+,Not Graduate,No,1490,0,194,300,1.0,Rural,0
Male,No,0,Graduate,Yes,2344,0,277,360,1.0,Rural,0
Male,No,2,Graduate,No,5070,0,112,360,1.0,Semiurban,1
Male,No,0,Graduate,No,4079,1480,79,360,1.0,Urban,1
Male,Yes,2,Graduate,No,8713,0,220,360,1.0,Semiurban,1
Female,Yes,0,Not Graduate,No,4001,1234,217,360,0.0,Semiurban,0
Male,Yes,3+,Graduate,No,10869,0,142,360,1.0,Semiurban,1
Male,No,0,Graduate,No,4350,1488,495,180,1.0,Urban,0
Male,Yes,0,Graduate,Yes,6269,0,103,360,1.0,Semiurban,1
Female,No,2,Graduate,No,2376,683,78,360,1.0,Urban,1
Male,Yes,0,Graduate,Yes,3010,0,172,360,1.0,Semiurban,1
Male,Yes,1,Graduate,No,5640,1956,89,360,0.0,Urban,0
Male,Yes,0,Graduate,No,9219,1500,180,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,4966,1630,81,360,0.0,Urban,0
Male,No,0,Not Graduate,No,2812,0,105,360,1.0,Rural,0
Male,No,0,Not Graduate,Yes,7817,2239,417,480,1.0,Semiurban,1
Female,Yes,0,Not Graduate,Yes,1000,2666,105,360,0.0,Urban,0
Male,Yes,0,Graduate,No,1101,0,83,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,4803,3371,271,480,1.0,Rural,1
Female,Yes,0,Graduate,No,3010,2040,71,360,1.0,Rural,1
Male,Yes,0,Not Graduate,No,4554,2409,88,360,1.0,Semiurban,1
Male,No,0,Not Graduate,No,3118,1985,189,360,1.0,Urban,1
Male,Yes,1,Not Graduate,No,4445,2731,235,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,1685,701,279,360,1.0,Rural,0
Female,Yes,0,Not Graduate,No,4444,1057,85,360,1.0,Semiurban,1
Male,Yes,1,Graduate,No,5979,4685,192,360,1.0,Rural,1
Female,Yes,1,Graduate,No,7005,413,101,180,0.0,Urban,0
Male,Yes,0,Graduate,Yes,12203,1662,93,360,0.0,Urban,0
Male,Yes,1,Graduate,No,3536,3653,276,360,1.0,Rural,1
Male,Yes,0,Graduate,No,3610,0,96,480,0.0,Semiurban,0
Male,Yes,0,Graduate,No,1026,0,158,360,0.0,Urban,0
Male,Yes,0,Graduate,No,2054,0,147,360,1.0,Semiurban,1
Female,Yes,1,Graduate,Yes,2604,0,70,360,0.0,Rural,0
Male,No,1,Not Graduate,Yes,6218,0,239,360,1.0,Urban,0
Female,Yes,0,Graduate,No,1943,1199,187,360,1.0,Urban,1
Male,Yes,0,Graduate,No,5205,0,40,360,1.0,Urban,1
Female,Yes,3+,Not Graduate,No,2977,4246,158,360,1.0,Rural,1
Male,Yes,0,Not Graduate,No,2633,1668,84,360,1.0,Rural,1
Male,Yes,0,Graduate,No,3548,0,259,180,1.0,Semiurban,1
Female,No,3+,Graduate,No,2266,0,56,360,1.0,Semiurban,1
Male,No,1,Graduate,No,2207,1619,108,360,1.0,Semiurban,1
Male,Yes,1,Graduate,No,1000,2448,166,360,1.0,Urban,1
Male,Yes,2,Graduate,No,2505,987,138,360,1.0,Rural,1
Male,Yes,2,Not Graduate,No,2130,1139,212,360,1.0,Urban,0
Female,No,0,Graduate,No,2077,2456,53,360,1.0,Semiurban,1
Male,Yes,0,Not Graduate,No,3991,3175,361,360,1.0,Semiurban,1
Female,Yes,0,Not Graduate,Yes,4726,1245,184,360,1.0,Urban,1
Male,Yes,3+,Not Graduate,No,3507,812,303,360,1.0,Semiurban,0
Male,Yes,1,Graduate,No,5983,12970,226,360,1.0,Semiurban,1
Male,Yes,0,Not Graduate,No,4459,0,133,360,1.0,Rural,1
Male,Yes,2,Graduate,No,2424,1540,62,300,1.0,Urban,1
Male,Yes,0,Graduate,No,2155,3045,95,240,1.0,Urban,1
Male,No,0,Graduate,No,3710,1677,348,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,4454,0,308,360,1.0,Rural,0
Male,Yes,0,Graduate,No,7930,0,92,360,0.0,Urban,0
Male,No,2,Graduate,Yes,6862,0,24,360,1.0,Rural,1
Male,Yes,0,Graduate,No,2040,0,118,360,1.0,Rural,0
Female,Yes,2,Graduate,No,2775,0,112,360,1.0,Rural,1
Male,Yes,0,Graduate,No,4768,5784,115,240,1.0,Urban,1
Male,Yes,0,Graduate,No,6295,0,184,360,1.0,Urban,1
Male,No,3+,Not Graduate,No,5751,0,227,120,1.0,Urban,0
Male,Yes,0,Graduate,Yes,2850,0,243,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1239,1015,175,360,1.0,Rural,1
Male,Yes,0,Graduate,No,1481,0,45,360,1.0,Urban,1
Male,Yes,2,Graduate,No,3607,0,109,360,1.0,Semiurban,1
Male,No,0,Graduate,No,3787,3285,535,360,0.0,Urban,0
Male,Yes,0,Graduate,No,1381,2947,168,360,1.0,Rural,1
Female,Yes,0,Not Graduate,No,3075,0,167,360,1.0,Urban,0
Male,No,0,Graduate,No,4637,0,166,360,1.0,Urban,1
Male,Yes,2,Graduate,No,1331,0,172,360,0.0,Semiurban,0
Male,No,0,Graduate,No,6460,629,32,360,0.0,Rural,0
Male,No,0,Not Graduate,No,2288,0,116,180,1.0,Urban,0
Male,No,0,Graduate,No,7189,754,131,360,1.0,Urban,1
Female,Yes,0,Graduate,No,2052,0,289,360,1.0,Urban,1
Male,Yes,3+,Graduate,Yes,1452,1418,138,360,1.0,Rural,0
Male,No,0,Graduate,Yes,2163,0,50,360,1.0,Semiurban,1
Male,Yes,3+,Graduate,No,2788,0,173,360,1.0,Rural,0
Male,Yes,0,Graduate,No,2271,1238,82,360,1.0,Semiurban,1
Male,No,0,Graduate,No,2562,0,64,300,1.0,Urban,1
Male,No,2,Graduate,Yes,3766,0,81,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,2644,713,185,360,1.0,Urban,1
Male,Yes,1,Graduate,No,2846,4458,285,360,1.0,Semiurban,1
Male,Yes,3+,Graduate,No,1000,0,179,360,1.0,Semiurban,0
Male,No,0,Graduate,No,3921,1527,196,300,1.0,Semiurban,1
Male,No,0,Not Graduate,No,2800,2173,178,360,1.0,Urban,1
Male,Yes,1,Not Graduate,No,9202,1791,142,360,1.0,Urban,1
Male,Yes,0,Graduate,No,1544,5904,204,360,1.0,Rural,1
Male,No,0,Graduate,No,1000,1121,31,300,1.0,Rural,1
Male,Yes,0,Graduate,No,4594,0,143,360,0.0,Urban,0
Male,Yes,0,Graduate,No,3799,1398,71,360,0.0,Urban,0
Female,No,2,Graduate,No,1471,0,269,360,1.0,Rural,0
Male,Yes,0,Not Graduate,No,1021,0,122,360,0.0,Rural,0
Male,Yes,0,Graduate,No,8744,889,136,360,1.0,Rural,1
Male,Yes,1,Graduate,No,8021,0,54,360,0.0,Urban,0
Male,Yes,0,Graduate,No,1000,636,247,360,0.0,Semiurban,0
Male,No,0,Graduate,Yes,2162,1423,195,300,1.0,Urban,0
Male,Yes,2,Graduate,No,9556,2328,187,360,1.0,Semiurban,1
Female,No,0,Graduate,No,2136,0,82,480,1.0,Urban,1
Male,Yes,2,Graduate,No,2114,0,84,360,0.0,Urban,0
Male,Yes,2,Not Graduate,No,2445,1538,153,120,1.0,Urban,0
Male,Yes,0,Graduate,No,1360,3626,88,360,1.0,Semiurban,1
Female,Yes,0,Not Graduate,Yes,1000,0,174,360,1.0,Semiurban,0
Male,Yes,0,Not Graduate,No,6227,0,36,360,0.0,Semiurban,0
Female,Yes,0,Graduate,No,1000,1893,100,360,0.0,Rural,0
Male,Yes,2,Not Graduate,No,3544,0,394,360,1.0,Rural,0
Female,Yes,2,Graduate,No,5544,2621,174,360,1.0,Semiurban,1
Male,No,0,Not Graduate,No,1079,1823,148,360,0.0,Rural,0
Female,No,1,Graduate,No,1560,2026,441,360,0.0,Semiurban,0
Male,No,3+,Graduate,No,6968,0,33,360,1.0,Urban,1
Female,Yes,3+,Graduate,No,4328,0,82,360,1.0,Rural,1
Male,Yes,0,Graduate,No,1935,0,105,360,1.0,Urban,1
Male,No,0,Not Graduate,Yes,6915,2664,224,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,6936,2753,227,360,1.0,Urban,1
Male,Yes,3+,Graduate,No,3598,2790,79,180,1.0,Semiurban,1
Male,No,0,Graduate,No,1587,1648,244,180,1.0,Semiurban,0
Male,No,1,Not Graduate,No,2231,0,105,360,1.0,Urban,0
Male,Yes,0,Graduate,No,3642,942,277,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,2612,3871,72,360,1.0,Rural,1
Female,No,0,Graduate,No,5751,340,124,360,0.0,Urban,0
Male,Yes,3+,Graduate,No,1021,0,100,360,0.0,Semiurban,0
Female,No,0,Graduate,No,1047,3585,253,120,1.0,Urban,0
Male,No,1,Graduate,No,3383,797,98,300,0.0,Rural,0
Male,No,0,Graduate,No,2113,2298,130,360,1.0,Rural,1
Female,Yes,0,Graduate,No,1921,0,182,300,0.0,Rural,0
Male,Yes,0,Graduate,No,1000,1449,186,240,1.0,Urban,1
Male,No,0,Graduate,No,3022,0,228,360,1.0,Urban,0
Male,Yes,0,Graduate,No,2872,2036,152,360,1.0,Urban,1
Male,No,0,Not Graduate,No,4709,533,104,360,1.0,Urban,1
Male,Yes,0,Not Graduate,No,3128,1006,108,360,1.0,Semiurban,1
Female,Yes,0,Graduate,No,2716,3246,136,360,1.0,Rural,1
Female,No,3+,Graduate,No,6794,2366,155,360,1.0,Semiurban,1
Male,No,3+,Graduate,No,1189,0,122,360,0.0,Rural,0
Male,No,0,Graduate,No,4339,0,135,480,1.0,Urban,1
Male,No,1,Graduate,No,1000,1472,54,360,1.0,Rural,1
Male,Yes,3+,Graduate,No,1657,8118,200,360,1.0,Urban,1
Male,No,0,Graduate,No,1275,0,149,360,0.0,Rural,0
Male,No,2,Not Graduate,No,5153,0,244,480,1.0,Urban,0
Male,Yes,3+,Graduate,No,2847,1236,134,480,1.0,Rural,1
Female,Yes,0,Graduate,No,2952,466,47,360,1.0,Urban,1
Male,Yes,0,Graduate,No,1373,4741,108,360,1.0,Urban,1
Male,Yes,3+,Graduate,Yes,2416,0,119,360,1.0,Semiurban,0
Male,No,0,Graduate,No,1746,983,209,480,1.0,Semiurban,1
Male,Yes,0,Graduate,No,3898,1576,38,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1489,1914,137,360,1.0,Rural,1
Female,Yes,0,Graduate,No,7561,1016,182,360,1.0,Semiurban,1
Male,Yes,1,Not Graduate,No,1000,0,90,360,1.0,Rural,0
Female,Yes,1,Graduate,Yes,1694,1593,140,360,1.0,Urban,1
Male,Yes,3+,Graduate,No,9643,0,92,300,0.0,Semiurban,0
Male,No,0,Graduate,No,2198,0,86,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1187,2066,105,360,0.0,Rural,0
Male,Yes,0,Graduate,Yes,3475,4262,87,360,1.0,Semiurban,1
Female,Yes,0,Graduate,No,2137,1507,202,360,1.0,Semiurban,1
Female,No,0,Not Graduate,No,1660,2002,86,360,0.0,Urban,0
Male,Yes,3+,Not Graduate,No,1384,0,78,360,1.0,Urban,0
Male,No,2,Graduate,No,20699,2521,387,360,1.0,Semiurban,1
Male,No,0,Not Graduate,No,2499,0,238,360,1.0,Urban,0
Female,No,1,Graduate,No,1000,1915,43,360,1.0,Urban,1
Male,Yes,0,Graduate,No,8481,0,84,360,0.0,Urban,0
Male,No,0,Graduate,No,4572,918,155,360,1.0,Rural,1
Male,Yes,1,Not Graduate,No,1743,0,163,360,1.0,Urban,0
Male,No,0,Graduate,No,1551,4268,54,360,1.0,Rural,1
Male,Yes,3+,Graduate,No,4776,1171,269,360,0.0,Urban,0
Male,Yes,1,Graduate,No,2507,2030,220,300,0.0,Urban,0
Female,Yes,0,Graduate,No,1000,2658,179,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,10415,1303,303,360,1.0,Semiurban,1
Male,No,0,Not Graduate,No,2199,2413,176,360,1.0,Semiurban,1
Female,Yes,0,Graduate,No,8492,1994,175,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,7294,749,341,360,0.0,Urban,0
Female,Yes,0,Graduate,Yes,1479,0,260,300,0.0,Semiurban,0
Male,No,2,Graduate,No,6144,0,81,360,1.0,Semiurban,1
Male,No,0,Graduate,Yes,1889,0,196,360,1.0,Semiurban,0
Female,No,2,Graduate,No,1000,0,90,240,0.0,Rural,0
Male,No,1,Graduate,No,2214,1641,181,360,1.0,Rural,0
Male,Yes,0,Graduate,No,3937,0,178,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,2156,0,58,360,1.0,Rural,1
Male,No,0,Graduate,No,2404,0,124,360,0.0,Rural,0
Male,Yes,0,Graduate,Yes,6637,983,157,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,3211,1261,103,180,1.0,Urban,1
Female,Yes,0,Not Graduate,No,1651,0,162,360,1.0,Rural,0
Male,Yes,0,Graduate,No,4872,2241,217,180,1.0,Urban,1
Male,Yes,1,Graduate,No,3423,0,131,360,1.0,Urban,1
Male,No,0,Graduate,No,1000,897,153,300,1.0,Urban,0
Male,Yes,0,Graduate,No,4023,2140,307,360,0.0,Rural,0
Male,Yes,3+,Not Graduate,No,3921,0,178,360,0.0,Rural,0
Female,Yes,1,Graduate,No,3023,6596,151,360,1.0,Semiurban,1
Male,No,2,Graduate,No,5564,1848,75,360,1.0,Rural,1
Male,Yes,0,Graduate,No,1861,5369,200,360,1.0,Urban,1
Male,No,0,Graduate,No,3772,895,163,360,1.0,Urban,1
Male,No,2,Not Graduate,No,1000,0,290,360,1.0,Semiurban,0
Male,Yes,1,Graduate,No,3963,0,138,240,1.0,Rural,1
Male,No,1,Graduate,No,11697,0,45,360,1.0,Semiurban,1
Female,No,0,Graduate,Yes,1485,0,48,360,1.0,Urban,1
Male,No,0,Graduate,Yes,1751,0,208,360,1.0,Urban,0
Male,No,0,Not Graduate,No,1813,1371,95,240,0.0,Urban,0
Male,Yes,0,Graduate,No,3264,0,174,180,1.0,Semiurban,1
Male,Yes,2,Graduate,Yes,1416,609,143,300,0.0,Urban,0
Male,Yes,0,Graduate,No,4003,2782,121,360,0.0,Rural,0
Male,Yes,3+,Graduate,No,5392,2066,126,360,1.0,Semiurban,1
Male,No,3+,Graduate,No,4333,1819,79,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1000,780,133,240,0.0,Urban,0
Male,No,0,Graduate,No,5982,4836,94,360,1.0,Urban,1
Male,No,2,Graduate,No,5745,1336,107,360,1.0,Semiurban,1
Female,No,3+,Graduate,No,5330,2490,110,360,0.0,Rural,0
Female,No,0,Not Graduate,No,3869,755,117,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,3477,0,233,300,1.0,Rural,0
Female,Yes,0,Graduate,No,6140,2153,124,360,1.0,Rural,1
Male,Yes,1,Graduate,No,11458,2200,248,360,1.0,Urban,1
Male,Yes,0,Graduate,No,1529,0,337,360,1.0,Urban,1
Male,Yes,1,Graduate,No,6340,0,224,360,1.0,Semiurban,1
Male,Yes,0,Not Graduate,Yes,2806,917,185,360,1.0,Semiurban,0
Male,No,0,Graduate,No,2722,2035,163,360,1.0,Urban,1
Female,Yes,0,Graduate,Yes,1016,0,225,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,2442,2077,141,360,1.0,Semiurban,1
Male,No,0,Graduate,No,1483,1888,242,360,1.0,Rural,0
Male,Yes,0,Graduate,No,2154,842,194,360,1.0,Urban,1
Female,Yes,0,Graduate,No,1381,820,108,360,1.0,Urban,1
Male,No,0,Graduate,No,2177,478,229,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,2243,2952,141,360,1.0,Semiurban,1
Male,No,3+,Graduate,No,3189,0,126,360,1.0,Semiurban,0
Male,Yes,0,Graduate,No,1000,2999,100,120,1.0,Rural,1
Female,No,0,Graduate,No,1083,2173,148,360,1.0,Rural,0
Female,Yes,1,Graduate,No,3840,502,244,360,1.0,Semiurban,1
Male,Yes,3+,Graduate,No,1705,976,228,360,0.0,Urban,0
Female,Yes,0,Graduate,No,6324,0,166,360,1.0,Semiurban,1
Male,No,1,Graduate,No,3490,1961,192,360,1.0,Semiurban,1
Female,Yes,1,Graduate,No,4558,0,288,360,0.0,Rural,0
Male,Yes,1,Graduate,No,8002,0,122,360,0.0,Rural,0
Male,No,0,Graduate,No,2399,0,68,360,1.0,Semiurban,1
Male,No,1,Graduate,No,1993,0,293,480,1.0,Semiurban,0
Male,Yes,0,Graduate,No,5487,1232,97,480,0.0,Urban,0
Male,No,1,Graduate,No,4258,0,88,360,1.0,Urban,1
Male,Yes,1,Not Graduate,No,2614,0,45,360,1.0,Urban,1
Male,Yes,0,Graduate,No,7895,813,189,360,1.0,Urban,1
Male,Yes,2,Graduate,No,2569,0,50,360,1.0,Semiurban,1
Male,No,0,Graduate,Yes,3050,0,85,360,1.0,Semiurban,1
Male,No,2,Graduate,No,3025,0,191,180,0.0,Semiurban,0
Female,Yes,0,Graduate,No,1549,0,207,360,1.0,Semiurban,1
Male,Yes,0,Graduate,Yes,3147,0,90,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,7924,0,123,360,1.0,Semiurban,1
Male,No,3+,Graduate,No,4070,2896,79,360,1.0,Urban,1
Female,No,0,Graduate,No,3046,0,96,360,1.0,Rural,1
Male,Yes,0,Graduate,Yes,2661,0,157,360,1.0,Urban,0
Male,No,0,Graduate,No,3757,4394,99,360,0.0,Rural,0
Female,No,1,Graduate,No,5038,2453,115,360,1.0,Urban,1
Female,Yes,0,Graduate,No,4566,680,55,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,2363,625,265,360,1.0,Urban,1
Male,Yes,0,Graduate,No,3741,0,182,360,1.0,Urban,1
Male,No,0,Graduate,No,4171,873,216,360,1.0,Semiurban,1
Female,No,0,Graduate,No,1472,0,291,360,1.0,Rural,0
Male,Yes,0,Graduate,No,3353,0,81,360,1.0,Urban,1
Male,No,1,Not Graduate,No,1000,1996,108,360,1.0,Semiurban,0
Female,Yes,0,Not Graduate,No,4178,1183,43,360,1.0,Urban,1
Male,Yes,0,Graduate,No,4732,5140,700,360,1.0,Semiurban,1
Male,No,0,Graduate,No,5030,9952,122,360,1.0,Rural,1
Male,No,3+,Graduate,No,2260,0,250,360,0.0,Rural,0
Male,Yes,3+,Graduate,No,3700,2234,63,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,8076,1916,244,300,1.0,Urban,1
Male,Yes,0,Graduate,Yes,8019,1547,409,360,1.0,Urban,1
Male,Yes,0,Not Graduate,No,2920,1097,129,180,1.0,Rural,0
Male,Yes,0,Graduate,No,3286,942,73,240,1.0,Urban,1
Female,Yes,0,Graduate,No,6487,0,123,360,1.0,Rural,1
Male,No,0,Graduate,No,1042,2305,35,120,1.0,Semiurban,1
Female,Yes,2,Not Graduate,No,2377,0,131,360,1.0,Rural,0
Male,No,2,Graduate,No,7592,0,219,360,1.0,Semiurban,1
Female,No,2,Graduate,No,5899,2361,131,240,1.0,Semiurban,1
Female,Yes,0,Graduate,No,3860,0,113,360,1.0,Semiurban,1
Male,Yes,1,Not Graduate,No,1038,4056,184,360,1.0,Rural,1
Male,No,0,Graduate,No,2878,0,192,360,0.0,Rural,0
Female,Yes,0,Not Graduate,No,1972,744,49,360,0.0,Semiurban,0
Male,No,1,Graduate,No,3758,0,141,360,1.0,Rural,0
Male,No,0,Graduate,No,1691,0,579,360,1.0,Semiurban,0
Male,No,0,Graduate,No,1453,0,60,240,1.0,Rural,0
Female,No,0,Graduate,No,1000,3184,127,480,1.0,Rural,1
Male,Yes,1,Graduate,No,7011,0,430,360,1.0,Semiurban,1
Female,Yes,2,Not Graduate,No,2253,3569,260,360,0.0,Semiurban,0
Male,Yes,0,Graduate,Yes,3327,0,98,360,1.0,Semiurban,1
Female,Yes,2,Graduate,Yes,2976,0,151,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1412,0,134,360,1.0,Rural,1
Male,Yes,0,Graduate,No,1234,538,85,360,1.0,Semiurban,1
Male,No,1,Graduate,No,1474,3998,128,360,0.0,Urban,0
Male,Yes,1,Graduate,No,1796,1912,113,360,1.0,Semiurban,1
Male,Yes,3+,Graduate,No,3853,0,143,120,1.0,Urban,0
Male,Yes,0,Graduate,Yes,1707,1076,85,360,1.0,Semiurban,1
Male,Yes,1,Not Graduate,No,10122,3886,62,180,1.0,Rural,1
Male,Yes,1,Graduate,Yes,6118,0,131,360,1.0,Semiurban,1
Male,Yes,3+,Not Graduate,No,5249,2978,375,360,1.0,Rural,0
Male,Yes,0,Graduate,No,2741,2958,141,360,1.0,Urban,1
Male,Yes,2,Graduate,Yes,8604,0,110,180,1.0,Rural,1
Male,No,0,Graduate,No,2559,0,211,360,1.0,Semiurban,0
Male,No,0,Graduate,No,2916,0,122,360,1.0,Urban,1
Male,No,0,Not Graduate,No,3357,2676,411,240,1.0,Semiurban,0
Male,Yes,0,Graduate,No,4872,0,133,300,1.0,Rural,1
Male,No,1,Graduate,No,4655,0,204,360,0.0,Urban,0
Male,No,2,Not Graduate,No,2137,0,85,360,0.0,Semiurban,0
Male,Yes,0,Graduate,No,2052,0,181,300,1.0,Rural,1
Female,No,1,Graduate,No,4665,0,158,360,1.0,Urban,1
Male,Yes,0,Graduate,No,4918,1247,129,360,1.0,Semiurban,1
Male,No,0,Not Graduate,No,2263,0,99,120,1.0,Semiurban,0
Male,No,0,Graduate,No,1000,3349,91,360,0.0,Semiurban,0
Male,Yes,0,Graduate,No,2578,0,159,240,0.0,Semiurban,0
Male,No,0,Graduate,No,4612,3478,195,120,0.0,Urban,0
Male,Yes,0,Not Graduate,No,10549,3384,124,300,1.0,Rural,1
Male,No,0,Graduate,Yes,1288,0,159,360,1.0,Urban,0
Male,Yes,0,Graduate,No,2211,4718,131,360,1.0,Urban,1
Male,No,0,Graduate,No,2269,754,142,360,1.0,Semiurban,1
Male,Yes,0,Not Graduate,No,7700,1242,119,360,1.0,Semiurban,1
Female,Yes,0,Not Graduate,No,2908,2410,135,360,1.0,Urban,1
Male,Yes,3+,Not Graduate,No,1579,1083,677,360,1.0,Rural,0
Female,No,2,Graduate,Yes,4407,2118,161,360,1.0,Rural,1
Male,No,1,Graduate,No,2245,2089,197,360,1.0,Rural,0
Male,No,0,Graduate,No,1265,1616,174,360,1.0,Semiurban,0
Male,No,2,Not Graduate,No,1595,2979,114,360,1.0,Rural,0
Male,Yes,2,Graduate,No,10034,1576,291,360,1.0,Rural,1
Female,Yes,2,Graduate,No,3900,2077,112,360,1.0,Semiurban,1
Male,Yes,0,Not Graduate,No,3214,3597,252,360,1.0,Urban,1
Female,Yes,1,Graduate,No,2502,0,109,360,0.0,Urban,0
Male,Yes,2,Graduate,No,3657,2897,75,360,0.0,Semiurban,0
Female,Yes,1,Graduate,No,3627,0,167,120,1.0,Rural,0
Male,Yes,1,Graduate,No,3657,2477,69,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,3230,0,185,360,1.0,Semiurban,1
Male,Yes,0,Graduate,Yes,5476,0,65,360,0.0,Urban,0
Male,Yes,0,Graduate,No,3029,1731,110,300,1.0,Urban,1
